_REC_TIME,gen_LATI,gen_LONG,Penggunaan,Pengenal,Status_T_1,Affilias_1,Potensi__1,HKM,Status_P_1,Posisi_B_1,KECAMATAN,DESA
05/19/2025 11:00:35.688 GMT+07:00,"-7,76855770797","112,10089333400",Pertanian,kemakmuran,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 11:39:30.539 GMT+07:00,"-7,76842084195","112,10929703000",Masjid,Darussalam,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 11:42:30.269 GMT+07:00,"-7,76869689874","112,10921254000",Lainnya,Aula Masjid Darussalam,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 11:43:34.477 GMT+07:00,"-7,76860188987","112,10940599400",Pendidikan,TK Kusuma Mulia,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 11:49:27.088 GMT+07:00,"-7,76870221374","112,11056705600",Musholla,Al Barokah,C Desa/Petok,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 11:55:18.504 GMT+07:00,"-7,76818531310","112,11213480700",Musholla,Fattakhul Karim,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:00:35.779 GMT+07:00,"-7,76802833284","112,11135666700",Musholla,nurul amin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:03:31.768 GMT+07:00,"-7,76715648958","112,10935872000",Musholla,Al Munawwir,SHM,BH NU,Wakaf Sebagian,HKM biaya,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:08:39.686 GMT+07:00,"-7,76541575823","112,10952267100",Musholla,nurul huda,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:11:56.680 GMT+07:00,"-7,76613430935","112,11002357300",Musholla,sunan ampel,C Desa/Petok,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:17:07.684 GMT+07:00,"-7,76624891805","112,11059689500",Musholla,al ahmad,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:20:04.112 GMT+07:00,"-7,76668941588","112,11061701200",Musholla,baitul alam,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:23:20.923 GMT+07:00,"-7,76672728723","112,11137607700",Musholla,ar ridho,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:36:18.644 GMT+07:00,"-7,76754018083","112,11267292500",Musholla,Al Ikhlas,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:39:14.822 GMT+07:00,"-7,76601770595","112,11319964400",Musholla,Al Hidmah,SHM,BH NU,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:43:25.440 GMT+07:00,"-7,76563799959","112,11186088600",Musholla,Al Fallah,SHM,Perorangan/Desa,"Tidak ada, milik pribadi",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:51:52.120 GMT+07:00,"-7,76464372083","112,11020428700",Musholla,Al Masduki,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:55:22.839 GMT+07:00,"-7,76456664983","112,10929602400",Musholla,At Tohir,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 12:58:17.686 GMT+07:00,"-7,76580908392","112,10863988800",Musholla,Baitunnajaa,SHM,BH NU,"Tidak ada, milik pribadi",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:01:30.797 GMT+07:00,"-7,76540778484","112,10749156800",Musholla,Toriqotun Najah,SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:07:04.015 GMT+07:00,"-7,76492243782","112,10717070800",Musholla,Al Mubarok,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:11:54.186 GMT+07:00,"-7,76470119201","112,10635498200",Lainnya,LKSA,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:13:43.121 GMT+07:00,"-7,76462877230","112,10643444200",Musholla,MUSHOLA BU ALL,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:16:28.184 GMT+07:00,"-7,76405638709","112,10786540100",Musholla,Al Ikhlas,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 13:18:35.614 GMT+07:00,"-7,76325976403","112,10668589900",Musholla,Miftahul Huda,C Desa/Petok,BH NU,Perlu Konfirmasi,Tidak ada,Tidak ada,BPN,Kecamatan Pagu,Semanding
05/19/2025 13:23:34.573 GMT+07:00,"-7,76237477358","112,10494279900",Masjid,Al Hikmah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Pagu,Semanding
05/19/2025 09:41:59.000 GMT+07:00,"-7,95041159922","112,01707799000",Masjid,MI DAKWATUL KHOIRIYAH,SHW,BH NU,Ganti Nadzir,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 09:44:25.625 GMT+07:00,"-7,95044314384","112,01693013300",Pendidikan,MI DAKWATUL KHOIRIYAH,SHW,BH NU,Ganti Nadzir,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 09:55:26.320 GMT+07:00,"-7,94949214225","112,01748736200",Pendidikan,RA DAKWATUL KHOIRIYAH,SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ringinrejo,Nambakan
05/19/2025 09:58:55.903 GMT+07:00,"-7,94865702460","112,01580159400",Masjid,MASJID ASHABUL AMANAH,SHM,BH LDII,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:03:25.037 GMT+07:00,"-7,94909965293","112,01525174100",Musholla,MUSHOLA AL MUSLIMUN,SHW,BH NU,Ganti Nadzir,HKM biaya,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:05:45.780 GMT+07:00,"-7,94811809867","112,01256584400",Masjid,MASJID DAKWATUL KHOIRIYAH,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:08:53.394 GMT+07:00,"-7,94791521342","112,01407022800",Masjid,MASJID SAROH BIN ABDUL AZIZ JALAL,C Desa/Petok,BH Muhammadiyah,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:12:02.122 GMT+07:00,"-7,94735171531","112,01169814900",Musholla,MUSHOLA AL MUSAADAH,SHM,BH NU,Wakaf Sebagian,HKM waris,Sudah,PIC Badan Keagamaan,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:15:20.171 GMT+07:00,"-7,94582458644","112,01383955800",Musholla,MUSHOLA DAKWATUL HUSAN,SHW,BH NU,Ganti Nadzir,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:17:54.168 GMT+07:00,"-7,94696221264","112,01827827800",Masjid,MASJID HIDAYATUL MUBTADIIN PY LH LH,SHW,BH NU,Ganti Nadzir,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:29:13.567 GMT+07:00,"-7,94668760195","112,01904740200",Pendidikan,UNTUK MADRASAH HIDAYATUL MUBTADIIN,SHM,BH NU,Wakaf Seluruhnya,HKM keberatan,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:33:57.351 GMT+07:00,"-7,94826918388","112,01670181000",Pertanian,PERUNTUKAN MASJID DAKWATUL KHOIRIYAH,SHW,BH NU,Perlu Konfirmasi,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:37:48.561 GMT+07:00,"-7,94833692261","112,01662201400",Pertanian,PERUNTUKAN HIDAYATUL MUBTADIIN,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:39:32.867 GMT+07:00,"-7,94848302827","112,01684463800",Pertanian,Peruntukan MASJID DAKWATUL KHOIRIYAH,SHW,BH NU,Ganti Nadzir,HKM biaya,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:42:59.024 GMT+07:00,"-7,94965982894","112,01441891500",Masjid,PERUNTUKAN MASJID HIDAYATUL MUBTADIIN,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:44:21.639 GMT+07:00,"-7,94994904821","112,01423384200",Masjid,Peruntukan Masjid hidayatul mubtadiin,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:55:10.826 GMT+07:00,"-7,95519646195","112,00815461600",Musholla,Mushola al ikhlas,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:56:56.982 GMT+07:00,"-7,95463629403","112,00696472100",Musholla,MUSHOLA ANNUR,SHM,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:59:49.734 GMT+07:00,"-7,95793320595","112,01028429000",Musholla,MUSHOLA ALKARIM,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 11:02:12.314 GMT+07:00,"-7,96177364834","112,01326590000",Masjid,MASJID BAITUL MUTTAQIN,SHW,BH NU,Ganti Nadzir,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Nambakan
05/19/2025 10:57:26.764 GMT+07:00,"-7,65716132743","112,15054638700",Masjid,Al Iman,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 11:05:30.714 GMT+07:00,"-7,65405643066","112,14951206000",Masjid,Masjid Nur Hasan,SHM,BH LDII,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 11:11:15.353 GMT+07:00,"-7,65526562761","112,14875433600",Musholla,Musholla Baitus Sallam,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 11:14:15.195 GMT+07:00,"-7,65540253140","112,14717317400",Musholla,Musholla Al Mustaqim,SHW,BH NU,Perlu Konfirmasi,HKM SHAT hilang,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 11:21:35.268 GMT+07:00,"-7,65491140893","112,14645702400",Musholla,Musholla Al Amanah,SHM,Perorangan/Desa,Wakaf Seluruhnya,Tidak ada,Sudah,Desa,Kecamatan Kunjang,Kapas
05/19/2025 11:29:47.122 GMT+07:00,"-7,65382349636","112,14693345100",Musholla,Musholla Ad Dawam,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 11:36:31.430 GMT+07:00,"-7,65461932802","112,14525774100",Musholla,Musholla Al Hidayah,C Desa/Petok,Perorangan/Desa,Daftar dari C Desa/Petok,Tidak ada,Belum,Desa,Kecamatan Kunjang,Kapas
05/19/2025 11:54:52.835 GMT+07:00,"-7,65434884522","112,14504450600",Lainnya,Wakaf Pendidikan,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:04:05.318 GMT+07:00,"-7,65423486964","112,14408762800",Masjid,Masjid Hidayatul Muttaqiin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,HKM keberatan,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:16:53.801 GMT+07:00,"-7,65408268097","112,14429885100",Lainnya,Wakaf Kebutuhan Masjid,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:27:37.548 GMT+07:00,"-7,66289987623","112,15163838100",Musholla,Musholla Asy Suhadak,C Desa/Petok,Perorangan/Desa,Daftar dari C Desa/Petok,Tidak ada,Sudah,BPN,Kecamatan Kunjang,Kapas
05/19/2025 12:31:32.056 GMT+07:00,"-7,66241540874","112,15304587000",Musholla,Musholla Nurul Huda,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:34:42.582 GMT+07:00,"-7,66309990973","112,15475242600",Musholla,Musholla Al Ikhlas,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:37:08.098 GMT+07:00,"-7,66434330700","112,15594969700",Masjid,Masjid At Taqwa,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 12:41:21.597 GMT+07:00,"-7,66344016643","112,15335331900",Musholla,Musholla Sholeh Syamsudin,SHM,Perorangan/Desa,"Tidak ada, milik pribadi",HKM SHAT hilang,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapas
05/19/2025 15:40:19.230 GMT+07:00,"-7,65696926462","112,15823728600",Masjid,Masjid Baiturrohim,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 15:41:40.824 GMT+07:00,"-7,65704469436","112,15790201000",Lainnya,Wakaf MTS Tribakti,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 15:42:55.386 GMT+07:00,"-7,65903109891","112,15900339200",Musholla,Musholla Al Firdaus,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 15:45:20.359 GMT+07:00,"-7,65691443835","112,15951636400",Musholla,Musholla Al Mujahidin,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 15:47:09.619 GMT+07:00,"-7,65813326434","112,15947043200",Musholla,Musholla Al Ikhsan,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 15:48:18.853 GMT+07:00,"-7,65757668472","112,16263040900",Masjid,Masjid Mujahidin,SHM,Perorangan/Desa,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:01:18.558 GMT+07:00,"-7,66541956256","112,17253949500",Masjid,Masjid Baiturrohman,SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:03:19.273 GMT+07:00,"-7,66422767307","112,17231553000",Masjid,Masjid Al Matiin,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:04:49.899 GMT+07:00,"-7,66510821727","112,17177439500",Musholla,Musholla Al Huda,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:06:32.597 GMT+07:00,"-7,66434629724","112,16756232100",Musholla,Musholla Baitussalam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:07:42.604 GMT+07:00,"-7,66441275445","112,17001486600",Masjid,Masjid Al Ikhlas,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:09:56.753 GMT+07:00,"-7,66323780728","112,16980330600",Masjid,Masjid As Sofa,C Desa/Petok,BH LDII,Perlu Konfirmasi,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:11:30.074 GMT+07:00,"-7,66518497441","112,15763647100",Masjid,Masjid Baiturrahman,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:13:00.976 GMT+07:00,"-7,66417151760","112,15697832400",Musholla,Musholla Al Kautsar,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:14:00.240 GMT+07:00,"-7,66452107689","112,15882938400",Musholla,Musholla Ar Ridwan,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:15:22.031 GMT+07:00,"-7,66521953086","112,15750202500",Lainnya,MI Al Mubarok,SHM,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:17:02.681 GMT+07:00,"-7,66429047363","112,15954083900",Musholla,Musholla At Taqwa,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:18:54.980 GMT+07:00,"-7,66573223885","112,15950295300",Musholla,Musholla Hidayatul Mutaqin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
05/19/2025 16:20:36.898 GMT+07:00,"-7,65750690542","112,16243259600",Lainnya,Kantor NU,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Kunjang,Kapi
19-05-2025 10:11:32.740 +0700,"-7,93960561261","111,95395181300",Pendidikan,yayasan raudlatul hasanain,SHW,Yayasan,Wakaf Seluruhnya,Tidak ada,Sudah,Desa,Kecamatan Mojo,Maesan
19-05-2025 09:59:11.230 +0700,"-7,94219996785","111,95278296500",Pertanian,W.521 W.516,SHW,,Wakaf Seluruhnya,Tidak ada,,Desa,Kecamatan Mojo,Maesan
19-05-2025 10:32:44.822 +0700,"-7,94232762032","111,94854664600",Pendidikan,tk Kusuma Mulia W.503,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Sudah,Desa,Kecamatan Mojo,Maesan
19-05-2025 10:52:14.966 +0700,"-7,93790999485","111,93672409600",Masjid,masjid Al-hidayah,C Desa/Petok,Perorangan/Desa,Daftar dari C Desa/Petok,HKM waris,Belum,Desa,Kecamatan Mojo,Maesan
19-05-2025 11:50:38.861 +0700,"-7,93274714706","111,93944631200",Musholla,baiturroisil iman,C Desa/Petok,Perorangan/Desa,,HKM dokumen,,Desa,Kecamatan Mojo,Maesan
19-05-2025 11:54:46.728 +0700,"-7,93363166087","111,94549335700",Musholla,musholla al-maunah,SHW,Perorangan/Desa,Wakaf Sebagian,HKM dokumen,Sudah,Desa,Kecamatan Mojo,Maesan
19-05-2025 12:00:51.343 +0700,"-7,93349782107","111,94002551600",Musholla,musholla al mughits,C Desa/Petok,Perorangan/Desa,,HKM keberatan,Belum,Tidak Ada,Kecamatan Mojo,Maesan
05/19/2025 09:29:11.336 GMT+07:00,"-7,85313433828","111,98893122400",Musholla,BADRUS SHOLEH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 09:45:48.025 GMT+07:00,"-7,85236877420","111,98993604600",Musholla,AL ANWAR,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 09:55:24.485 GMT+07:00,"-7,85292110992","111,99270844500",Musholla,THORIQUL HUDA,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:03:38.220 GMT+07:00,"-7,85558280730","111,99077658400",Masjid,AL-FIRDAUS,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:07:43.165 GMT+07:00,"-7,85590065469","111,99067097200",Masjid,AL-FIRDAUS,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,HKM waris,Belum,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:22:25.854 GMT+07:00,"-7,85481392472","111,98902543600",Pendidikan,TAMAN PENDIDIKAN AL-FIRDAUS,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:28:10.949 GMT+07:00,"-7,85704166684","111,98902333300",Masjid,NURUL IMAN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:37:33.592 GMT+07:00,"-7,85730190726","111,98798541000",Musholla,BAITURROHMAN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:44:12.461 GMT+07:00,"-7,85801897180","111,99035044800",Musholla,Al-IKHLAS,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:58:39.653 GMT+07:00,"-7,85857528522","111,99165299500",Musholla,AL-HUSNA,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:09:32.884 GMT+07:00,"-7,85983770045","111,98974929700",Masjid,AL-MURTADLO,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:17:29.444 GMT+07:00,"-7,86110808097","111,98973622200",Musholla,ROUDHOTUL JANNAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:23:13.811 GMT+07:00,"-7,85962381019","111,98879141400",Musholla,NURUL HIDAYAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:30:12.260 GMT+07:00,"-7,86222999872","111,98713917300",Musholla,AL-FATAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:38:12.793 GMT+07:00,"-7,86483750025","111,98643375200",Masjid,AL-MUNSHORIF,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 11:44:16.399 GMT+07:00,"-7,86319814138","111,98373779700",Musholla,AL-MUKMIN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 12:32:25.237 GMT+07:00,"-7,85641611911","111,97616860300",Musholla,AL-HIDAYAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 12:34:39.791 GMT+07:00,"-7,85634570759","111,97600767000",Musholla,AL-HIDAYAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 12:42:01.233 GMT+07:00,"-7,85754303169","111,97489421800",Musholla,SHIHABUL MILAH,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 12:55:52.741 GMT+07:00,"-7,85813089872","111,97611730500",Musholla,AS-SAFARI,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 13:10:29.492 GMT+07:00,"-7,85238372003","111,99050132200",Pendidikan,TK KUSUMA MULIA 1,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 13:14:03.843 GMT+07:00,"-7,85466999992","111,98918666700",Musholla,AL-FIRDAUS,SHM,BH NU,Wakaf Sebagian,HKM waris,Belum,Tidak Ada,Kecamatan Mojo,Petok
05/19/2025 10:03:52.230 GMT+07:00,"-7,94383290197","111,88634377000",Musholla,MISNO (MUSHOLLA AL-IJTIHAD),SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Sudah,Desa,Kecamatan Mojo,Ngetrep
05/19/2025 10:09:09.627 GMT+07:00,"-7,93746363344","111,88280962400",Masjid,MADRONI ( MASJID BAITUROHMAN ),SHW,BH NU,Wakaf Seluruhnya,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Mojo,Ngetrep
05/19/2025 10:15:34.902 GMT+07:00,"-7,92879102579","111,88045732700",Musholla,ARIS (MUSHOLLA BAITUL MAKMUR),SHW,BH NU,"Tidak ada, milik pribadi",Tidak ada,Sudah,Desa,Kecamatan Mojo,Ngetrep
05/19/2025 10:23:35.207 GMT+07:00,"-7,92733323194","111,88168343200",Musholla,FIRMAN ( MUSHOLLA AL-IKLASH ),C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,Desa,Kecamatan Mojo,Ngetrep
05/19/2025 10:27:40.066 GMT+07:00,"-7,93030659477","111,88163884000",Masjid,SUTRISNA ( MASJID NASRULLAH ),SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,Desa,Kecamatan Mojo,Ngetrep
05/19/2025 10:30:47.682 GMT+07:00,"-7,93235247239","111,88299369100",Musholla,MUSHOLLA AN NUR,SHW,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,Desa,Kecamatan Mojo,Ngetrep
